pair_id	topic	relation	argument1	argument2	source_arg_1	source_arg_2
0744	disarmament	support	A recent independent survey concludes , and I quote it accurately ,  The only continuous features of our efforts in the disarmament field have been a lack of continuity in top personnel and a paucity of planning and research effort .  As a result , we have been unprepared at every disarmament conference that we have attended . At a time when our relative military strength was at its height , in the mid fifties , at a time when we had the best chance to reach an agreement on control of arms , there was not a single top person in the entire Government working on this subject .	In 1952 , during the campaign between Adlai Stevenson and Dwight Eisenhower , there was no discussion , really , of outer space , and yet this administration , when a similar opportunity was granted to it to make a significant breakthrough , to recognize the implications of the opportunity in the same way that Franklin Roosevelt had recognized it in 1941 , when this administration was informed of the significance of outer space , both militarily and scientifically , we did not respond . My judgment is that we did not respond there as we have not responded to our needs in Latin America , our needs in Africa , our needs in Asia , our needs in disarmament , our needs in arms , because this administration has not been able to attract people of intellectual vitality , curiosity , foresight , and vigor . [ Applause .	Kennedy_October_23_1960	Kennedy_October_22_1960
0746	disarmament	support	Let me just make this one point . We will always go the extra mile to negotiate , We will always make over every proposal and take every initiative , as President Eisenhower did , on disarmament , on open skies , on the use of outer space for peaceful purposes in his U.N. speech . But , on the other hand , if we really want peace , my friends , the way to destroy our hopes is for the United States ever to agree to disarm when the Russians are n't also doing it .	[ Applause . ] We must be firm in our diplomacy in dealing with Mr. Khrushchev at the conference table , always willing to go an extra mile as President Eisenhower has said , working for disarmament , working for reduction of tension , but again as he has said , never reducing our arms strength until we are sure he is going to do likewise with his . This is what I mean by firm diplomacy that will serve the cause of peace , rather than harm it .	Nixon_October_1_1960	Nixon_September_23_1960
0747	minimum wage	no_relation	Farmers will manage their own production , will limit their own marketing through such devices as marketing quotas , marketing orders and agreements , Government purchases , crop loans , and so on - an individual farmer-managed program tailored to each individual crop . With the price of milk fat today at only 80 percent of parity , the labor earnings of dairy farmers are less than the national minimum wage . Governor Nelson has taken an active role in formulating a dairy program .	And yet this administration has refused to provide medical care for the aged tied to social security in the same way as they opposed social security itself 25 years ago . But in this area , and in minimum wage and in housing and in social justice , we move in the tradition of Franklin Roosevelt . [ Applause .	Kennedy_October_23_1960	Kennedy_October_17_1960
0748	minimum wage	no_relation	If the people 's interest is going to be protected , the President of the United States must stand for that protection . It is the President of the United States that can set the goals for the country in housing , minimum wage , social security , unemployment compensation , and in equality of rights for all Americans , regardless of their race or color . I stand in direct succession to Truman and Roosevelt and Woodrow Wilson , who advanced the right of all Americans to participate equally in our society .	We only need a few more . A shift of four or five votes in the House last June would have enacted a real minimum wage bill , with coverage for several million more families and a minimum of $ 1.25 an hour . Next January we will have those votes - and you will have a President who knows what a strong minimum wage law means to stop runaway shops and to raise living standards .	Kennedy_October_3_1960	Kennedy_September_5_1960
0750	cuba	support	So , here are two instances . And then we have the instance of Cuba , an instance again where the intentions were good , but where , because of lack of knowledge , apparently , or understanding , he made a suggestion which has rocked the capitals of the world . It has dismayed our friends .	When I said that I had no idea that you would make even a greater blunder about Cuba . Consequently , I will talk about not only Quemoy and Matsu but also about Cuba every day during the next 2 weeks - I will do this because I am deeply concerned about the policies you advocate in those two areas of the world which might well lead to abandoning free territory in the Far East , and a loss of all of our Latin American allies in this hemisphere or worse . The United States in these critical times can not risk a President who makes mistakes of this magnitude .	Nixon_October_25_1960	Nixon_October_24_1960
0751	minimum wage	no_relation	I think it is time that this Nation faced up to the agricultural revolution which has brought us so much abundance - that we forget about reshuffling the Benson program , as Mr. Nixon proposed , which will only bring us more farm surpluses and more farm foreclosures - and concentrate instead on a program of supply management which will give to each farmer his full parity of income . I have confidence in an America able to afford the best schools and the best teachers in the world - an America where no one is denied his full constitutional rights by reason of his race or religion - an America where every family lives in a decent home in a decent neighborhood - an America where the cost of living is not completely beyond those who work for a living - particularly those receiving an inadequate minimum wage of $ 1 an hour . I have confidence that America is capable of operating at full capacity - that we could consume in new schools and hospitals and dams and highways the full output of our steel mills now operating at only half their capacity .	We only need a few more . A shift of four or five votes in the House last June would have enacted a real minimum wage bill , with coverage for several million more families and a minimum of $ 1.25 an hour . Next January we will have those votes - and you will have a President who knows what a strong minimum wage law means to stop runaway shops and to raise living standards .	Kennedy_October_2_1960	Kennedy_September_5_1960
0752	disarmament	no_relation	But what do we do ? We work through the United Nations to try to save the Congo , and we 're succeeding . I say the President does not set up as Mr. Khrushchev does a spectacular phony disarmament plan . He sets forth before the United Nations a program that will work , one that will make certain that when one party disarms , the other does likewise , and unless we have that kind of agreement , America can never reduce its strength - and I know all of you agree with that .	We 're proud that President Eisenhower spoke for the whole free world so eloquently in the United Nations - and he could have referred to that , I think . Maybe he was referring to the fact that Mr. Khrushchev spoke for 4 ½ hours in the United Nations , and again - I mean Mr. Castro , and he spoke for 4 ½ hours - Mr. Khrushchev could have spoken even longer , I know from experience ; but , be that as it may , whatever it is , Khrushchev speaks in the U.N., Castro speaks in the U.N. They say everything that is wrong about us , and everything is right about them ; but , my friends , they ca n't take away the fact that when President Eisenhower spoke the whole free world spoke with him , that when President Eisenhower spoke , he was not just talking - he was acting for the cause of peace , acting for the cause of freedom , standing for true disarmament , honest disarmament ; and , as the President has said to me many times , and this I pledge to you in the future , we will always go an extra mile to negotiate . We will always be willing to disarm , but only if we are sure that the Communists are doing the same thing .	Nixon_October_4_1960	Nixon_September_30_1960
0753	medical care,health care	no_relation	[ Applause . ] During the last session of the Congress in August , we offered on the floor of the U.S. Senate a bill which would tie medical care for the aged to the social security system . We failed by five votes , and this was regarded as an ignominious defeat .	[ Applause . ] Next January we will have four more votes in the U.S. Senate to give us medical care for the aged under social security . [ Applause .	Kennedy_September_14_1960	Kennedy_September_5_1960
0754	disarmament	support	He has worked to see that this new country and all others can retain its independence and this all Americans are proud of . Yes ; he has worked for disarmament but not a phony disarmament because this Nation must never disarm until we get absolute assurance that those who threaten the peace of the world , as we do not , are also disarming at the same time . And all Americans support the President in that I 'm sure .	 That 's why American strength is essential . Now , let 's turn to disarmament a moment . People say ,  Now , why is it we ca n't get some imaginative disarmament proposals , or suspension of nuclear test proposals ? Are n't we being too rigid ?  And I can only say I have seen these proposals over the years , and the United States could not have been more tolerant .	Nixon_October_17_1960	Nixon_October_14_1960
0755	cuba	support	Thank you . We know the right way , and our opponent offers a way which would have lost us our friends in Latin America - the tremendous outrage that they exploded with , once he made that very silly and foolish and immature suggestion of his that we ought to intervene directly in Cuba . Now , of course , he has jumped off it , just as he jumps off every position when we pin him down .	2. It would , as we have seen from the immediate response of shock and dismay in Latin America , alienate every one of our sister American Republics whose friendship you have acknowledged is of vital importance to our efforts against communism . 3. It would give Mr. Khrushchev a valid excuse to intervene in Cuba on the side of the Castro government , saying that the United States had intervened in violation of its treaty obligations in trying to overthrow the existing government . 4. If this happened , your policy could lead to World War III .	Nixon_October_24_1960	Nixon_October_23_1960
0756	minimum wage	no_relation	I think it is a good question because it goes to the heart of the matter which I was trying to point to before . In the case of the minimum wage , we passed out of the Senate by a vote of nearly 2 to 1. That was the $ 1.25 minimum wage . Earlier , the House of Representatives passed a bill by , I think , nine votes against the $ 1.25 minimum wage , in favor of a wholly inadequate coverage under minimum wage which affected only about 1 million people .	The bill has two major purposes . First , it will raise the minimum wage now received by 2 1/2 million workers from $ 1.10 to $ 1.25 an hour . Second , it will extend the protection of the Fair Labor Standards Act to 5 million additional employees , chiefly in large-scale interstate retail and service industries , thereby guaranteeing these employees a fair minimum wage and a just premium for overtime .	Kennedy_September_7_1960	Kennedy_August_10_1960
0757	cuba	support	And only a stronger America can hope to maintain its freedom and the freedom of the world . We are faced with an enemy which now commands a vast empire from the Formosa Straits to Berlin - an enemy whose agents of subversion are penetrating into Africa , into Asia , and now stand only 90 miles from our shores in Cuba - an enemy which is convinced of its ultimate victory - which believes , to quote Mr. Khrushchev ,  that the old and the rotten will always fight with the newly emerged , but it is a law of history that the new will always win .  But it is freedom that is new , and despotism and tyranny that is as old as civilization is - and it is freedom that will win - not because of any law of history - but because we will have the strength and the determination that will bring the victory .	I am talking about peace - our future - and our children 's future . Everywhere I go in this campaign , I find people asking : What 's the matter with America ? Why are we slipping , why are we losing friends around the world ? Why are we losing the lead to Russia ? Why are n't we meeting the Communist challenge - from Cuba to the Congo , from India to Indonesia ? Four years ago the cold war was being carried on thousands of miles away . This year it spread to within 90 miles of Florida to Cuba .	Kennedy_September_17_1960	Kennedy_September_15_1960
0758	disarmament	support	I would put more people into it . I would indicate our desire not only to maintain our strength , but also to provide for orderly disarmament . Thirdly , I would hope that the United States could make for effective judgments of the events that are going to occur .	Our aspiration is for peace , not merely a peace which lasts between wars , not merely a peace which hangs on the brink of war , not merely a peace of the death , but a peace enforced and controlled by the United Nations against the universal danger of common destruction . We want a peace in which the funds now poured into the destructive implements of war may be channeled into the constructive results of disarmament , in a great multinational effort to harness our rivers , eradicate disease , take care of our children , care for the aged . We want a peace in which we can truly beat our swords into plowshares , and our hydrogen bombs into atomic reactors .	Kennedy_September_23_1960	Kennedy_September_14_1960
0759	unemployment	no_relation	Thank you very much . Mr. Nixon 's contention that the hard-hit unemployment areas of the country would have received more help under the administration area redevelopment bill than under the Douglas - Flood bill , which I supported and which President Eisenhower vetoed , is patently absurd . The Vice President is reported to have said in Scranton , Pa .	The task which faces you as a union is to adjust yourselves to these tremendous industrial changes which are going to bring white-collar workers where blue-collar workers once dominated . The problem for us as citizens of the United States , the problem for us , those of us who serve in the Government , in the Congress or in the executive branch , is how we can maintain full employment , how we can absorb the production of our industries , how we can provide for the orderly transition from present production methods into new production methods without displacing our workers , how we can in short in the steel industry , in the chemical industry , in the oil industry , in the newspaper industry , how we can provide labor-saving machinery at the same time maintaining full employment , at the same time making sure that those machines produce a better life rather than a life of unemployment for so many of our citizens . [ Applause .	Kennedy_September_20_1960	Kennedy_September_19_1960
0761	disarmament	support	We know what peace demands . We will always go the extra mile to strengthen peace , the extra mile to work for disarmament , the extra mile to reduce tensions , but we will always remember that the man we are dealing with and his colleagues are ruthless , fanatical aggressors and that they do not follow the rules of the game that we would like them to follow , and that we must treat them the way they are , and this means that we must never make a concession without being sure that we 're getting one in return , that we must never agree , for example , to disarmament unless we can be sure that they , too , are disarming . Why is this necessary for peace ? Because , as I said at my last stop , we 've got to remember that as long as the United States maintains its present position of being stronger than anyone who threatens the peace of the world we can be the guardians of peace ; but the moment that somebody or some nation that does not want peace - in other words , that would use war as an instrument of conquest - is stronger than we are , or thinks they are , then peace is no longer safe .	He has worked to see that this new country and all others can retain its independence and this all Americans are proud of . Yes ; he has worked for disarmament but not a phony disarmament because this Nation must never disarm until we get absolute assurance that those who threaten the peace of the world , as we do not , are also disarming at the same time . And all Americans support the President in that I 'm sure .	Nixon_October_22_1960	Nixon_October_17_1960
0762	disarmament	no_relation	The negotiations on nuclear testing are as far apart as ever . The talks on disarmament have been called off . And , finally , instead of the hoped-for general relaxation of world tension , the Soviets have stepped up their efforts to create disorder , danger and division .	I would put more people into it . I would indicate our desire not only to maintain our strength , but also to provide for orderly disarmament . Thirdly , I would hope that the United States could make for effective judgments of the events that are going to occur .	Kennedy_September_29_1960	Kennedy_September_23_1960
0763	unemployment	no_relation	First , while I said that the American economy was failing to move ahead fast enough to meet the needs of the Nation or the people , Mr. Nixon said that  We 'd never had it so good ,  that the Nation was enjoying  unexampled prosperity .  Since that time unemployment has risen to more than 6 percent , the highest since the great recession of 1958 . In the past 5 months we have lost almost $ 1 billion of our dwindling gold reserves to foreign banks .	We have unemployment insurance benefits that need higher nationwide standards , a water pollution control program that needs stepping up , dams that are planned but unbuilt . We have legislation to help our depressed areas of long-term unemployment that needs to be passed again - so it can be signed instead of vetoed . And we have millions of citizens whose full and equal rights under the Constitution regardless of race , have been recognized in law but unfulfilled in fact .	Kennedy_November_7_1960	Kennedy_November_4_1960
0764	cuba	no_relation	We have not done so . Cuba is only a phase of a great struggle which will take place in the next decade . We talk about Mr. Castro .	I suggested a fifth debate close to the election as a means of keeping the record straight - face to face - and correcting any distortions made in the closing days of the campaign . Your telegram to me tonight clearly indicates I was right in calling for such a debate - for the distortions of the record concerning my position on Cuba exceed any others you have made during this campaign . You have developed the technique of having your writers rewrite my statements , using those rewritten statements and attacking me for things I have never said or advocated .	Kennedy_October_24_1960	Kennedy_October_23_1960
0766	medical care,health care	support	[ Applause . ] During the last session of the Congress in August , we offered on the floor of the U.S. Senate a bill which would tie medical care for the aged to the social security system . We failed by five votes , and this was regarded as an ignominious defeat .	After the convention , we did pass a minimum wage bill of $ 1.25 in the Senate . We failed by five votes on medical care for the aged tied to social security . The Rules Committee of the House did not release education or housing for a vote in the House .	Kennedy_September_14_1960	Kennedy_September_7_1960
0767	medical care,health care	support	 I am sure that the threat of a White House veto mentioned by every speaker opposing the amendment contributed to this defeat . In addition , it should be noted that only one Republican voted for this sound approach to the medical care for the aged program .  This vote demonstrates that if we 're going to have effective legislation in this and other fields , we 're going to have to have an administration that will provide leadership and a Congress that will act .	But the burden which should concern us most lies upon the American conscience . We can no longer tolerate growing patches of poverty and injustice in America - substandard wages , unemployment , city slums , inadequate medical care , inferior education and the sad plight of migratory workers . The enactment of this bill is only one step , but an essential step forward , as we cross this frontier to grasp the high opportunities which face the Nation .	Kennedy_August_23_1960	Kennedy_August_10_1960
0769	unemployment	no_relation	Unemployment is not insignificant to the children of the unemployed who are deprived of decent clothing and a decent diet . Unemployment is not insignificant to an America which desperately needs the skills and labor of all its citizens if it is to rebuild the strength which alone can maintain the cause of peace and freedom in a perilous and changing world . And unemployment is not insignificant to the Democratic Party - which has always pursued a policy of full employment - which has never said that there  must be some unemployment  and which is going to see that there are jobs for all Americans in the sixties .	There are depressed areas not only in eastern Kentucky , but all over the country . There are too many small business failures , and too much big business unemployment , not only here in Louisville , but all over the country . Steel production is too low , not only in Newport , but all over the country .	Kennedy_October_14_1960	Kennedy_October_5_1960
0770	cuba	no_relation	For example , while in August of 1958 we sent $ 42 million worth of goods to Cuba - this August we sent only $ 18 million worth as a result of Castro 's deliberate policy of cutting American exports . And , as the New York Times points out this morning , the goods which are now cut off , are the very goods whose export has been declining - while the goods which Cuba can still buy - such as foodstuffs and pharmaceuticals - are the goods whose export has declined relatively little . In addition , the State Department admits that Castro has refused to pay for about one-quarter of the American goods he has received since coming into power .	[ Response from the audience ; applause . ] The fact of the matter is that in the last 8 years not a single Soviet soldier has crossed the frontiers of Russia or their present territory , and yet Cuba , Laos , in part Iraq , their influence in Ghana and Guinea , their influence in Latin America their influence in Africa , their influence in Asia , their influence at the United Nations , their military position , their scientific position , their production of scientists and engineers have all steadily increased in relation to ours , and the judgment that you must make as you sit here in Florida , 90 miles from Cuba , 8 minutes by jet - you have to determine whether you can support the leadership of a candidate and a party which runs on a slogan of  We 've Never Had It So Good .  I do n't run on that slogan .	Kennedy_October_20_1960	Kennedy_October_18_1960
0771	minimum wage	support	Social security ? The Republicans voted 90 percent against social security in the mid-thirties and voted 99 percent against medical care for the aged tied to social security in 1960 . The Republicans voted 90 percent against a 25-cent minimum wage in the mid-thirties and voted 90 percent against the $ 1.25 minimum wage in 1960 . If you think that party is committed to progress , then Mr. Nixon is your man .	Mr. Nixon leads a party which in 1935 voted 99 percent against the 25-cent minimum wage . And Mr. Nixon last week said $ 1.25 minimum wage is inflationary . I would like to see any American get along who lives in political life , from the President , Vice President , to the two candidates , on $ 1.25 an hour .	Kennedy_October_29_1960	Kennedy_October_9_1960
0773	minimum wage	no_relation	But progressive legislation has not been the aim of the Republican leadership . Their aim has been : ( 1 ) To block the minimum wage bill ( which in its first year of operation would have raised the wages of an estimated 1 million Negro workers ) , the aged health care , housing , and education bills ( which also would have meant major advances in the rights of our lower income and minority group members ) . A majority of Republicans voted against the minimum wage bill , all but one voted against social security health care for the aged and not one Republican on the House Rules Committee was ready to let adequate education and housing bills come up for final action .	He made this motion to table at a time when we had unlimited time to consider the measure . These bills - housing , education , medical help , and minimum wage - are vitally important to millions of American - Negroes and whites because they affect all those Americans who are on the lower level of our economic ladder . I strongly support civil rights and I am wholeheartedly committed to the implementation of the platform , but to use civil rights at this time as a method of defeating other bills whose passage are also essential would have meant that the session would have ended in complete failure .	Kennedy_September_1_1960	Kennedy_August_9_1960
0774	medical care,health care	support	Only that approach can provide the required protection in a satisfactory way . Can there really be any doubt that systematic prepayment under the insurance system is to be preferred to the increased drain on general revenues ? Can there be anything but doubt about the ability of the States to raise money - especially when about half of the States now fail to match all the Federal funds at their disposal ? Can we really , in this day and age , say in all honesty that 50 different States with 50 different abilities to finance medical care are to be preferred to an orderly , nationwide system ? Can we really say that we favor social insurance for retirement , survivors and disability benefits , so as to avoid putting the relief tag on our citizens , and then make an exception when they become ill ? Mr. President , the answers are clear . I urge the adoption of the Anderson amendment .	They are : ( 1 ) Hospitalization up to 120 days ; ( 2 ) Nursing home care up to 240 days ; ( 3 ) Nursing and other health services at home up to 360 days ; ( 4 ) Outpatient diagnostic services . Such a program will be soundly financed ; it will provide a balanced program of basic health services ; it will relieve the burden upon our hospitals by providing incentives for nonhospital care ; it emphasizes preventive medical care ; and it tends to reduce the overall cost of the program by using less expensive yet more effective medical techniques . Enactment of this legislation during the present session will be a fitting climax to this 25th anniversary of the Social Security Act and mark a historic step forward in sustaining the dignity and self-reliance of our Nation 's senior citizens .	Kennedy_August_23_1960	Kennedy_August_17_1960
0775	disarmament	no_relation	Winston Churchill said 11 years ago ,  You can not negotiate successfully with the Communists unless you do so from a position of equality .  One of the reasons we have been unable to secure an effective disarmament policy in outer space was because the Soviet Union was ahead of us and they said they would not agree to any disarmament of outer space unless we also abandoned our bases overseas , because they said they would be giving up their lead . In other words , maintaining a position of equality permits you to negotiate more successfully .	You have defied and hamstrung the United Nations in the Congo . Yet you now come talking of disarmament . Under the old English legal maxim ,  He who seeks equity must come with clean hands ,  and you do not come to the United States , Mr. Khrushchev , with clean hands .	Kennedy_September_23_1960	Kennedy_September_16_1960
0776	disarmament	no_relation	Why , then , Mr. Khrushchev , have you decided to come ? It has been suggested that you may have four possible objectives in mind . First , it has been suggested that your objective is to pose as a champion of peace and disarmament . You are said to be bringing new disarmament proposals with you .	[ Applause . ] Secondly , I think if we can achieve a level of parity with the Communists , then we will be able to talk about disarmament . Winston Churchill said 10 years ago ,  We arm to parley .	Kennedy_September_16_1960	Kennedy_September_9_1960
0777	disarmament	no_relation	We have never adopted a comprehensive and meaningful position , and we have too often resorted instead to irresponsible grandstand plays . I have proposed a national peace agency , an arms control research institute , to prepare those studies necessary for a firm and precise policy , to make certain our spokesmen are better prepared and better staffed at future conferences , to enable us to seize the disarmament initiative . For I know we can do better .	We are already racing from the jet age to the space age before meeting the safety , airport development , and other problems of the former . Space exploration that unravels the secrets of our universe , reconnaissance satellites that can replace a hundred U-2 planes watching over all the world , civilian travel in space vehicles , and the rule of law and disarmament in space itself , all these lie ahead of this generation . But we need not look only to the skies for new horizons .	Kennedy_November_2_1960	Kennedy_October_29_1960
0778	unemployment	support	And I believe that , in November , the American people are going to elect a President willing to carry out that pledge . But the problems of unemployment and poverty are not confined to West Virginia . This conference proves that .	I take our case to you because I am confident that , as citizens of one world , we are willing to share our plenty with our brothers in the new states of Asia and Africa , and with those in Europe and Latin America , who need our help and our friendship . I take my case to you because I am confident that the American people are not going to tolerate pockets of poverty and chronic unemployment in this land , the waste of idle men and women who are ready , willing , and able to work , or the decline of our farms . I take my case to you because I know you agree with me that racial discrimination must be eliminated everywhere in our society ; in jobs , in housing , in voting , in lunch counters , and in schools .	Kennedy_September_19_1960	Kennedy_September_5_1960
0779	medical care,health care	no_relation	From now until November 8 we are taking our ease to the forum in which it belongs , where there is no threat of veto , where there is no parliamentary obstruction , and where we will be successful - and that is the forum of the American people . Until a Democrat is in the White house , the Republicans can block action on an adequate minimum wage , they can water down medical care for the aged , they can play politics with civil rights , they can block action on a decent housing bill and a good school bill . But they can not block the American people on November 8. The theme of this campaign is going to be action - action at home to keep pace with our growing needs , to help the unfortunate , to build a still greater nation - and action abroad , to match the rise in Communist power , to meet the turbulent revolutions reshaping our globe .	 I am sure that the threat of a White House veto mentioned by every speaker opposing the amendment contributed to this defeat . In addition , it should be noted that only one Republican voted for this sound approach to the medical care for the aged program .  This vote demonstrates that if we 're going to have effective legislation in this and other fields , we 're going to have to have an administration that will provide leadership and a Congress that will act .	Kennedy_September_3_1960	Kennedy_August_23_1960
0780	minimum wage	no_relation	 Today the Fair Labor Standards Act , with its guarantee of a decent minimum wage , has become an established feature of the American economic System but in 1937 a leading Republican Congressman warned that  if you pass this bill * * * gone with the wind is our democratic system of government and all the institutions we hold dear .  Other Republicans attacked minimum wage as  communism  and the  road to economic hell  - 93 percent of the Republicans in Congress voted to kill the bill calling for a 25-cent minimum wage and the Republicans have opposed every increase in the minimum wage ever since . Today the Social Security Act is regarded as the most important and beneficial single piece of social legislation in American history .	This administration has stood still and so has Richard Nixon for 14 years that I have been in the Congress with him . On all the great issues which disturb our country , minimum wage , social security , unemployment compensation , houses , roads , schools , hospitals , our parties have divided and we have divided , and the great questions for the 1960 's are how is it going to be possible to move this country forward , build its economy , provide employment for its people . And there are 4 ½ million of them out of work today .	Kennedy_October_30_1960	Kennedy_October_24_1960
0781	cuba	no_relation	But the warning was ignored , and communism grows in strength and influence . In 1955 Mr. Nixon went to Cuba to view conditions for himself . But his only reaction was to praise  the competence and stability  of the Batista dictatorship which was , even then , threatened by Communist activities - and to say that  communism has reached its high-water mark in Latin America  at a time when Communist influence was beginning to rise , and only a few short years before the Communists took over all of Cuba .	But in the past 8 years we have not demonstrated such concern . We have reacted to a crisis in Guatemala or a crisis in Panama or a crisis in Cuba , and then , when the crisis was over , we continued to ignore the long-range problems and needs which were at the root of all the trouble . The good neighbor policy is no longer enough .	Kennedy_October_20_1960	Kennedy_October_18_1960
0782	cuba	no_relation	What has this administration ever done for the Polish people ? What has this administration done in building the strength and prestige of the United States ? He talks about not losing a single inch of free territory . Cuba ? Now Laos . Possibly Guinea .	It relies in part on the threat of that intervention but not the reality . But instead relies on building cells within those countries , playing on the hostility to us , playing in some cases on our indifference to the problems of the people , playing on their poverty and disease and ignorance , playing on our wealth , playing on our sense of comfort , playing on the inadequacy on occasion of our representatives abroad , playing on the image of America as no longer a vital , vigorous , moving society , and , therefore , young men on the make turn often in many of those countries to the far left for aid and comfort , and what is true in Cuba is going to be a struggle all over Latin America . Every politician who is out , who seeks power , will decide whether the future lies with us or with the Castros and their running mates .	Kennedy_October_18_1960	Kennedy_October_17_1960
0783	minimum wage	support	Yet the average wage for laundry women in five large cities of the United States is 64 cents an hour , and for a 48-hour week . I believe in $ 1.25 minimum wage , and I think the next Congress should pass it . [ Applause .	The inequity between employees in the same establishment will be abolished . The justification for applying the proposed new minimum wage to the newly covered employees is the same as the reasoning which supports the increase in the minimum . The employees have the same needs .	Kennedy_September_29_1960	Kennedy_August_10_1960
0786	medical care,health care	attack	This need , still unmet , requires priority attention by the next Congress . The program must be a voluntary one , avoiding compulsory medical care as well as compulsory participation in medical care programs . It would support rather than discourage private medical insurance efforts .	If your schools are n't adequate the Federal Government is going to provide it . If you do n't have the right kind of health care , the Federal Government will set up a program that will do it . And you do n't have to worry about it .	Nixon_September_14_1960	Nixon_September_12_1960
0787	medical care,health care	support	We should have just as much concern about these nursing homes as we do about hospitals , and the Federal Government can take the lead in correcting this serious national deficiency . Medical care under our old-age assistance program needs to be improved . The Congress in its last session took an important step in the direction of providing more medical care for the neediest .	In New York , Thursday , Senator Kennedy said that the position of the Republican Party is that  we can not afford medical care for the aged .  Once again , Senator Kennedy is trying to mislead the American people by telling them that Republicans are opposed to medical care for the aged . This is a calculated deception .	Nixon_October_30_1960	Nixon_October_29_1960
0788	cuba	support	He now agrees with the President on the summit conference - he does n't believe he could have apologized . He now agrees with the President on Cuba - he did n't mean Federal intervention in Cuba . But , my friends , remember this : I 've been in the Office of the President when he 's made great decisions .	And then what did our opponent suggest ? He shot from the hip again , and he suggested something that caused consternation all over the world . He suggested Government intervention in effect , in the affairs of Cuba . There was so much consternation that the next day he took it back and said , I did n't mean it .	Nixon_November_4_1960	Nixon_November_3_1960
0789	minimum wage	support	[ Applause . ] I do not believe that a political party which in the last 25 years has opposed housing and , minimum wage and social security and every great domestic program which has been identified with progress in this country , which has refused to recognize our changing times around the world , which liquidated the credit which Franklin Roosevelt and Harry Truman built up in Latin America , which has shown itself wholly uninformed of the present revolution now taking place in Africa , which has failed to maintain our military strength , which has given almost no attention to the important subject of disarmament , having less than 100 people working on it in the entire Federal Government , which has permitted us to be second , best in outer space , which has brought less foreign students to study here today than 10 years ago , which has , in other words , presided over the United States in a changing time and refused to change - I believe on November 8 the people of this country are going to take progress for the future , are going to give the leadership of this country once more to the Democrats . [ Applause .	I believe the issue is very clear , and the people of this State should understand them . They are between a party which regards $ 1.25 minimum wage as too extreme , a party and a candidate which regards medical care for the aged tied to social security as too extreme , between a party which vetoes an area redevelopment bill as too extreme , between a party which regards a progressive farm policy which will bring supply and demand into balance as too extreme . Now , if you regard those programs as extreme , I believe you should support Mr. Nixon and the Republican Party .	Kennedy_October_23_1960	Kennedy_October_5_1960
0790	minimum wage	support	On television this afternoon he repeated one of the oldest , tiredest stories of the Republicans , that $ 1.25 minimum wage would cause massive unemployment . That is the same old story that they used to tell in the thirties when the Democrats and Franklin Roosevelt first wrote in a minimum wage of 25 cents an hour . That was going to ruin business [ response from the audience ] , $ 1.25 an hour , $ 50 a week , for a business which does $ 1 million , and it ca n't be until 1963 , and that is going to ruin , that is going to cause starvation .	The first is the difference which is suggested by their record of the past . The fact of the matter is that the Republican Party has opposed every single piece of new , progressive legislation of benefit to the people in the last 25 years , social security [ applause ] social security , housing , minimum wage [ response from the audience ] civil rights . In 1953 and 1954 the Republicans controlled the administration , the House and the Senate .	Kennedy_November_7_1960	Kennedy_November_1_1960
0791	cuba	no_relation	And this would not have happened in Cuba if the Republican leadership Mr. Nixon represents every step which foresight and experience should have directed them to take - in order to prevent a Communist victory only 90 miles from our shores . I do not know how Mr. Nixon can talk of firmness in view of his party 's record in Cuba . I do not know how he can talk of experience in view of his party 's experience in Cuba .	Guinea and Ghana have begun to indicate in Africa that that is their decision . Cuba already has . Laos may in the next week or two .	Kennedy_October_15_1960	Kennedy_October_14_1960
0792	minimum wage	no_relation	We have said the same thing in every section of the country .  Do you stand by this statement in light of the varying statements both you and your running mate have made on question of appointing a Negro to the cabinet , for example ? 8. Why do you repeat the Communist argument that unemployment was eliminated in the United States only when we have had a war economy , when the fact is that unemployment during the Truman administration averaged about a million less than during the administration even though the level of defense expenditures - including the Korean war - was lower than it has been during the present administration ? 9. Why have you stated that I support a minimum wage which  official studies show would force unemployment and business failures  when there are no such studies , just administration assertion that this might happen - assertions like those made by Republicans every time an increase in the minimum wage is proposed ? 10 . Why do you blame the present huge agricultural surpluses on the policies your party inherited , when the fact is that at the end of the Truman administration total farm surpluses were valued at $ 2.5 billion , while the present value is $ 8.5 billion ? I have received today a report from Mayor Richard C. Lee , of New Haven , Conn .	[ Applause . ] Mr. Nixon considers a minimum wage of $ 1.25 to be extreme . Mr. Nixon considers Federal aid to make sure that teachers are paid a decent salary to be extreme .	Kennedy_October_20_1960	Kennedy_October_17_1960
